News_Source,Bias,Reporting,Country,Credibility,Media_Type,Traffic,Popularity_Estimate,link
Front Line COVID-19 Critical Care Alliance (FLCCC),Conspiracy-Pseudoscience,Low,United States,Low Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/front-line-covid-19-critical-care-alliance-flccc-bias/
Covid Tracking Project,Least Biased,High,United States,High Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/the-covid-tracking-project/
Cowger Nation,Questionable Sources,Mixed,United States,Low Credibility,,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/cowger-nation/
Cowichan Valley Citizen,Left-Center,High,Canada,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/cowichan-valley-citizen-bias/
CP24,Least Biased,High,Canada,High Credibility,TV Station,High Traffic,High Traffic,https://mediabiasfactcheck.com/cp24/
Canadian Public Affairs Channel (CPAC),Least Biased,High,Canada,High Credibility,TV Station,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/canadian-public-affairs-channel-cpac/
Conservative Partnership Institute,Right,Mostly Factual,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/conservative-partnership-institute/
Committee to Protect Journalists,Least Biased,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/committee-to-protect-journalists/
Cracked,Satire,,United States,N/A,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/cracked/
Craig Press,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/craig-press-bias/
Crain's Cleveland Business,Least Biased,High,United States,High Credibility,Magazine,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crains-cleveland-business-bias/
Crains Detroit,Least Biased,High,United States,High Credibility,Magazine,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crains-detroit/
Creation Ministries International,Conspiracy-Pseudoscience,Low,Australia,Low Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/christian-ministries-international/
CreationWiki,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/creationwiki/
Committee for a Responsible Federal Buddget,Right-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/committee-for-a-responsible-federal-budget/
Crikey,Left,High,Australia,High Credibility,,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crikey/
Crime Prevention Research Center,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/crime-prevention-research-center/
CrimethInc,Left,High,United States,High Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crimethinc/
Crisis Magazine,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crisis-magazine/
Crooked Media,Left,Mostly Factual,United States,Medium Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crooked-media/
Crooks and Liars,Left,Mostly Factual,United States,High Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crooks-and-liars/
CrossCut.com,Left-Center,High,United States,High Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crosscut-com/
KAVU - Victoria News,Least Biased,High,United States,High Credibility,TV Station,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/kavu-victoria-news-bias/
KMOL - Victoria Today,Least Biased,High,United States,High Credibility,TV Station,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/kmol-victoria-news-bias/
KVCT - Victoria News,Least Biased,High,United States,High Credibility,TV Station,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/kvct-victoria-news-bias/
KXTS - Victoria News,Least Biased,High,United States,High Credibility,TV Station,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/kxts-victoria-news-bias/
Crux,Least Biased,High,United States,High Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/crux-bias/
CS Globe,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,No Data,No Data,https://mediabiasfactcheck.com/cs-globe/
Center for strategic and International studies,Least Biased,Very High,United States,High Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/
Christian Science Monitor,Least Biased,High,United States,High Credibility,Magazine,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/christian-science-monitor/
Citizens for Tax Justice,Left-Center,Mostly Factual,United States,Medium Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/citizens-for-tax-justice/
CT Mirror,Left-Center,High,United States,High Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/ct-mirror/
Connecticut Post,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/connecticut-post/
CTV News,Least Biased,High,Canada,High Credibility,TV Station,High Traffic,High Traffic,https://mediabiasfactcheck.com/ctv-news/
Cullman Times,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/cullman-times-bias/
Culture Watch News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/culture-watch-news-bias/
The Sentinel (Pennsylvania),Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-sentinel-pennsylvania/
Cureus Journal of Medical Science,Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,Journal,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/cureus-journal-of-medical-science-bias/
Curious Mind Magazine,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/curious-mind-magazine/
Current Affairs,Left,High,United States,High Credibility,Magazine,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/current-affairs-magazine/
Curve Magazine,Left,High,United States,High Credibility,Magazine,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/curve-magazine/
KDAF - CW33,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/kdaf-cw33-bias/
KIAH - CW39,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/kiah-cw39/
Dagospia,Questionable Sources,Low,Italy,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/dagospia-bias/
Daily Journal (Illinois),Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-journal-illinois/
Jstor Daily,Left-Center,High,United States,High Credibility,,High Traffic,High Traffic,https://mediabiasfactcheck.com/jstore-daily/
Greenville Daily Advocate,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/greenville-daily-advocate-bias/
The Daily Boulder,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/the-daily-boulder-bias/
Hermosa Beach Daily Breeze,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/hermosa-beach-daily-breeze-bias/
The Beach Reporter,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-beach-reporter-bias/
Daily Buzz Live,Questionable Sources,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-buzz-live/
Daily Caller,Right,Mixed,United States,Medium Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-caller/
Daily Camera,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-camera/
The Daily Citizen (Dalton),Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-citizen-dalton/
The Daily Climate,Left-Center,High,United States,High Credibility,Organization/Foundation,No Data,No Data,https://mediabiasfactcheck.com/the-daily-climate/
Thibodaux Daily Comet,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/thibodaux-daily-comet-bias/
Daily Commercial,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-commercial-bias/
The Daily Discord,Satire,,United States,N/A,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/the-daily-discord/
Daily Dot,Left,High,United States,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-dot/
Daily Grail,Conspiracy-Pseudoscience,Mixed,Australia,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-grail/
Daily Headlines,Questionable Sources,Low,Unknown or Invalid Region,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-headlines/
DailyHealthPost,Conspiracy-Pseudoscience,Low,Canada,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/dailyhealthpost/
Daily Herald,Right-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-herald/
The Daily Hive,Left-Center,Mostly Factual,Canada,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-hive/
Franklin Daily Journal,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/franklin-daily-journal-bias/
Daily Journal (Missouri),Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-journal-missouri/
Daily Kos,Left,Mixed,United States,Medium Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-kos/
Daily Mail,Questionable Sources,Low,United Kingdom,Low Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-mail/
Daily Maverick,Least Biased,High,South Africa,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-maverick/
Daily News Reported,Satire,,United States,N/A,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-news-reported-bias/
Daily Political Newswire,Questionable Sources,Low,Unknown or Invalid Region,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-political-newswire/
Daily Press,Right-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-press/
Escanaba Daily Press,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/escanaba-daily-press-bias/
The Daily Progress,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-daily-progress/
Daily Reckoning,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-reckoning/
Daily Record (Scotland),Left,Mostly Factual,United Kingdom,High Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-record-scotland/
Daily Record,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-record/
Sabah,Right,Mixed,Turkey,Medium Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-sabah/
Daily Sceptic,Conspiracy-Pseudoscience,Very Low,United Kingdom,Low Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-sceptic-bias/
Daily Signal,Right,Mostly Factual,United States,High Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/daily-signal/
DailySnark,Satire,,United States,N/A,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/dailysnark/
Daily Sound and Fury,Left,Mixed,United States,Medium Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-sound-and-fury/
Daily Squib,Satire,,United Kingdom,N/A,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/the-daily-squib/
Daily Star UK,Questionable Sources,Mixed,United Kingdom,Low Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/daily-star-uk/
Daily Surge,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-surge/
The Daily Tarheel,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-daily-tarheel/
Daily Torch,Right,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-torch/
The Daily Wire,Right,Mixed,United States,Medium Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/the-daily-wire/
Opelousas Daily World,Left-Center,High,United Kingdom,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/opelousas-daily-world-bias/
KSFY - Sioux Falls News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/ksfy-sioux-falls-news-bias/
